strain_id	selection_tool	sample_type	country	state	phylum	class	order	family	genus	species	sa_primary_test	sa_confirmation_test	sa_confirmed_activity	sa_purity_test	sa_purity_confirmed	bs_primary_test	bs_confirmation_test	bs_confirmed_activity	bs_purity_test	bs_purity_confirmed	sa_ml_disease_ctrl	bs_ml_disease_ctrl
SID00916	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella_B	Klebsiella_B aerogenes	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00917	spectrum	Root	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00918	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00919	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00920	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00921	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00922	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00923	machine_learning_validation	Insect	United States	Iowa	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	36.3	50.0
SID00924	spectrum	Soil	United States	Oklahoma	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus_T	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00925	spectrum	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp900102005	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00926	genome_similarity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter sp001423565	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00927	spectrum	Soil	United States	Pennsylvania	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0		
SID00928	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00929	machine_learning_validation	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_I	Bacillus_I endophyticus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	35.6	28.6
SID00930	machine_learning_validation	Core	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	22.6	65.0
SID00931	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001655615	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00932	machine_learning_validation	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	35.3	15.0
SID00933	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella_B	Klebsiella_B aerogenes	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00934	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00935	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00936	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp000282535	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00937	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella_B	Klebsiella_B aerogenes	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00938	genome_similarity	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0		
SID00939	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00940	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	Chromobacterium vaccinii	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00941	genome_similarity	Root	United States	Michigan	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0		
SID00942	spectrum	Other	United States	Arizona	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00943	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00944	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00945	diversity	Leaf	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_B	Bacillus_F	Bacillus_F marisflavi_A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00946	diversity	Tuber	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_AC	Bacillus_AC circulans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00947	diversity	Tuber	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_AW	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00948	machine_learning_validation	Soil	United States	Oregon	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	44.9	25.0
SID00949	spectrum	Core	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00950	diversity	Core	United States	Indiana	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00951	spectrum	Core	United States	Iowa	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00952	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00953	machine_learning_validation	Root	United States	Illinois	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	MA-N2	MA-N2 sp002009585	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	4.2	0.0
SID00954	spectrum	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00955	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00956	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00957	spectrum	Root	United States	Minnesota	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00958	diversity	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00959	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001259595	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00960	diversity	Core	United States	North Carolina	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Rhodococcus	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00961	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00962	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Comamonas_B	Comamonas_B thiooxydans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00963	machine_learning_validation	Insect	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001547895	1	1	1	1	0	1.0	0.0	0.0	0.0	0.0	100.0	20.0
SID00964	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00965	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00966	genome_similarity	Root	United States	Ohio	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp000282315	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00967	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E brassicacearum_C	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00968	diversity	Soil	United States	Minnesota	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Lysinibacillus	Lysinibacillus fusiformis_C	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00969	spectrum	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00970	diversity	Other	United States	Missouri	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A pseudomycoides	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00971	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00972	spectrum	Core	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp002223185	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00973	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00974	diversity	Soil	United States	North Carolina	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00975	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0		
SID00976	spectrum	Soil	United States	Florida	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00977	spectrum	Other	United States	New Mexico	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00978	genome_similarity	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chromobacteriaceae	Chromobacterium	Chromobacterium vaccinii	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00979	spectrum	Soil	Uganda	Amuria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00980	genome_similarity	Tuber	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00981	machine_learning_validation	Insect	United States	Illinois	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	7.7	65.0
SID00982	machine_learning_validation	Insect	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_X	Bacillus_X simplex_A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	-12.5	65.0
SID00983	spectrum	Core	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00984	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00985	diversity	Soil	Uganda	Soroti	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter sp001423565	1	1	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00986	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Leaf337	Leaf337 sp000685965	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00987	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Paenarthrobacter	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00988	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_F	Pseudomonas_F otitidis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID00989	machine_learning_validation	Root	United States	Missouri	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus altitudinis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	-12.2	7.1
SID00990	diversity	Root	United States	Illinois	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C megaterium	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00991	diversity	Grainbin Dust	United States	Iowa	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00992	machine_learning_validation	Root	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A wiedmannii	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	49.4	80.0
SID00993	diversity	Root	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00994	diversity	Other	United States	Missouri	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter oleivorans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00995	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0		
SID00996	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter sp000374865	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00997	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E arsenicoxydans	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00998	diversity	Root	United States	Illinois	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_AW	Bacillus_AW luciferensis_B	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID00999	genome_similarity	Soil	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01000	diversity	Root	United States	Missouri	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Pseudarthrobacter	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01001	machine_learning_validation	Root	Uganda	Soroti	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A cereus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	36.5	-11.4
SID01002	diversity	Core	United States	Indiana	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter_I	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01003	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01004	spectrum	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	1	1	1	0	1.0	0.0	0.0	0.0	0.0		
SID01005	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01006	diversity	Root	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01007	spectrum	Root	United States	Ohio	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E brassicacearum_C	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01008	genome_similarity	Soil	United States	Connecticut	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_AP	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01009	spectrum	Soil	United States	New York	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Tsukamurella	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01010	diversity	Core	United States	Indiana	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	MA-N2	MA-N2 sp001549895	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01011	machine_learning_validation	Soil	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E protegens	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	63.5	-6.4
SID01012	machine_learning_validation	Soil	United States	Minnesota	Firmicutes	Bacilli	Bacillales	Bacillaceae_A	Bacillus_X	Bacillus_X simplex_A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	31.7	15.0
SID01013	machine_learning_validation	Seed	United States	Iowa	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	14.3	60.0
SID01014	spectrum	Core	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0		
SID01015	diversity	Root	United States	Missouri	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp003019815	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0		
SID01016	machine_learning_validation	Insect	United States	North Carolina	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus sp002165735	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	23.8	75.0
SID01017	diversity	Core	United States	North Carolina	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01018	machine_learning_validation	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	47.8	-21.4
SID01019	genome_similarity	Soil	United States	North Carolina	Firmicutes_I	Bacilli_A	Paenibacillales	Paenibacillaceae	Paenibacillus_B	Paenibacillus_B sp001894745	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01020	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C aryabhattai	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01021	genome_similarity	Soil	United States	Connecticut	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E fluorescens_AP	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01022	diversity	Root	United States	Illinois	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Pantoea ananatis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01023	genome_similarity	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01024	spectrum	Root	United States	Minnesota	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A thuringiensis_J	1	1	1	1	0	1.0	0.0	0.0	0.0	0.0		
SID01025	diversity	Root	United States	Missouri	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	gtdb_novel_strain	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01026	diversity	Other	United States	North Carolina	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	Empedobacter brevis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01027	diversity	Amphibian	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001259595	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01028	genome_similarity	Insect	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01029	diversity	Core	United States	Indiana	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_C	Bacillus_C megaterium	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01030	genome_similarity	Root	United States	Indiana	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01031	diversity	Excrement	United States	Iowa	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax paradoxus_A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01032	diversity	Core	United States	Indiana	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter_I	Arthrobacter_I sp900168135	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01033	diversity	Core	United States	North Carolina	Firmicutes_I	Bacilli_A	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus reuszeri_A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01034	diversity	Leaf	United States	North Carolina	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E koreensis_A	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01035	diversity	Other	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae_B	Bacillus_F	Bacillus_F marisflavi	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01036	diversity	Leaf	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium	gtdb_novel_strain	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
SID01037	spectrum	Other	United States	New Mexico	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	1.0	0.0	0.0	0.0		
SID01038	diversity	Root	United States	Missouri	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp000493015	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01039	spectrum	Root	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01040	machine_learning_validation	Soil	United States	California	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_I	Bacillus_I endophyticus	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	55.1	17.9
SID01041	spectrum	Leaf	United States	North Carolina	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0		
SID01042	spectrum	Plant	United States	North Carolina	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp003289625	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0		
