strain_id	bgc_id	fam_cluster_id	clan_cluster_id	product_class	top_kcb
SID00304	SID00304_ctg15.region001	others11626	others11626	lanthipeptide	Zwittermycin A
SID00304	SID00304_ctg16.region001	ripps11688	ripps11688	lanthipeptide	Zwittermycin A
SID00304	SID00304_ctg17.region001	nrps4047	nrps4047	lanthipeptide	Zwittermycin A
SID00551	SID00551_ctg0.region001	ripps10367	ripps10367	lanthipeptide;bacteriocin	None
SID00551	SID00551_ctg1.region001	nrps3834	nrps10750	NRPS	Polyoxypeptin
SID00551	SID00551_ctg2.region001	ripps4045	ripps4090	LAP;bacteriocin	None
SID00551	SID00551_ctg3.region001	others11626	others11626	lanthipeptide	Zwittermycin A
SID00551	SID00551_ctg4.region001	nrps4047	nrps4047	lanthipeptide	Zwittermycin A
SID00551	SID00551_ctg5.region001	ripps11688	ripps11688	lanthipeptide	Zwittermycin A
SID00551	SID00551_ctg6.region001	others2542	others2542	siderophore	Petrobactin
SID00551	SID00551_ctg7.region002	nrps4050	nrps4089	NRPS	Bacillibactin
SID00551	SID00551_ctg8.region001	nrps4051	nrps4051	NRPS-like	None
SID00551	SID00551_ctg9.region001	others2545	others2545	betalactone	Fengycin
SID00551	SID00551_ctg10.region004	nrps11633	nrps11633	NRPS	None
SID00551	SID00551_ctg11.region003	ripps2539	ripps2539	bacteriocin	None
SID00551	SID00551_ctg12.region002	ripps3967	ripps3967	bacteriocin	None
SID00551	SID00551_ctg13.region001	nrps2550	nrps2550	NRPS	Elsinochrome B / elsinochrome C
SID00551	SID00551_ctg14.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00551	SID00551_ctg15.region001	ripps2999	ripps9214	lanthipeptide	None
SID00477	SID00477_ctg0.region001	nrps3834	nrps10750	NRPS	Polyoxypeptin
SID00477	SID00477_ctg1.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00477	SID00477_ctg2.region001	others2542	others2542	siderophore	Petrobactin
SID00477	SID00477_ctg3.region001	others11626	others11626	lanthipeptide	Zwittermycin A
SID00477	SID00477_ctg4.region001	nrps4047	nrps4047	lanthipeptide	Zwittermycin A
SID00477	SID00477_ctg5.region001	ripps11688	ripps11688	lanthipeptide	Zwittermycin A
SID00477	SID00477_ctg6.region004	others2545	others2545	betalactone	Fengycin
SID00477	SID00477_ctg7.region001	nrps11633	nrps11633	NRPS	None
SID00477	SID00477_ctg8.region002	ripps2539	ripps2539	bacteriocin	None
SID00477	SID00477_ctg9.region003	ripps3967	ripps3967	bacteriocin	None
SID00477	SID00477_ctg10.region001	nrps2550	nrps2550	NRPS	Elsinochrome B / elsinochrome C
SID00477	SID00477_ctg11.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00477	SID00477_ctg12.region001	ripps4045	ripps4090	bacteriocin;LAP	None
SID00477	SID00477_ctg13.region001	ripps10367	ripps10367	lanthipeptide;bacteriocin	None
SID00477	SID00477_ctg14.region001	nrps4051	nrps4051	NRPS-like	None
SID00477	SID00477_ctg15.region001	ripps2999	ripps9214	lanthipeptide	None
SID00276	SID00276_ctg0.region002	ripps3967	ripps3967	bacteriocin	None
SID00276	SID00276_ctg1.region001	ripps2539	ripps2539	bacteriocin	None
SID00276	SID00276_ctg2.region001	nrps3834	nrps10750	NRPS	Polyoxypeptin
SID00276	SID00276_ctg3.region001	ripps10367	ripps10367	lanthipeptide;bacteriocin	None
SID00276	SID00276_ctg4.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID00276	SID00276_ctg5.region001	nrps4051	nrps4051	NRPS-like	None
SID00276	SID00276_ctg6.region001	others2542	others2542	siderophore	Petrobactin
SID00276	SID00276_ctg7.region001	others2110	others3580	furan	Methylenomycin
SID00276	SID00276_ctg8.region002	nrps4047	nrps4047	NRPS;T1PKS	Zwittermycin A
SID00276	SID00276_ctg9.region002	others11626	others11626	NRPS;T1PKS	Zwittermycin A
SID00276	SID00276_ctg10.region001	ripps9214	ripps9214	sactipeptide	Thurincin H
SID00276	SID00276_ctg11.region002	ripps11688	ripps11688	NRPS;T1PKS	Zwittermycin A
SID00276	SID00276_ctg12.region001	nrps2550	nrps2550	NRPS	Elsinochrome A
SID00276	SID00276_ctg13.region001	ripps4045	ripps4090	bacteriocin;LAP	None
SID00276	SID00276_ctg14.region001	nrps2543	nrps4089	NRPS	Bacillibactin
SID00276	SID00276_ctg15.region001	others2545	others2545	betalactone	Fengycin
SID00276	SID00276_ctg16.region001	nrps9204	nrps11633	NRPS	None
SID01129	SID01129_ctg0.region001	ripps10367	ripps10367	lanthipeptide;bacteriocin	None
SID01129	SID01129_ctg1.region004	nrps11633	nrps11633	NRPS	None
SID01129	SID01129_ctg2.region001	others2545	others2545	betalactone	Fengycin
SID01129	SID01129_ctg3.region003	ripps2539	ripps2539	bacteriocin	None
SID01129	SID01129_ctg4.region002	ripps3967	ripps3967	bacteriocin	None
SID01129	SID01129_ctg5.region001	nrps3834	nrps10750	NRPS	Polyoxypeptin
SID01129	SID01129_ctg6.region001	ripps4045	ripps4090	LAP;bacteriocin	None
SID01129	SID01129_ctg7.region001	ripps5084	ripps5084	lanthipeptide	None
SID01129	SID01129_ctg8.region001	others3835	others11626	lanthipeptide	Zwittermycin A
SID01129	SID01129_ctg9.region001	nrps2540	nrps4047	lanthipeptide	Zwittermycin A
SID01129	SID01129_ctg10.region001	ripps11688	ripps11688	lanthipeptide	Zwittermycin A
SID01129	SID01129_ctg11.region001	others2542	others2542	siderophore	Petrobactin
SID01129	SID01129_ctg12.region001	nrps2550	nrps2550	NRPS	Elsinochrome B / elsinochrome C
SID01129	SID01129_ctg13.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID01129	SID01129_ctg14.region001	ripps9214	ripps9214	sactipeptide	Thurincin H
SID01129	SID01129_ctg15.region001	nrps4051	nrps4051	NRPS-like	None
SID01129	SID01129_ctg16.region001	terpene2537	terpene2537	terpene	Molybdenum cofactor
SID01129	SID01129_ctg17.region001	others2110	others3580	furan	Methylenomycin
SID00798	SID00798_ctg0.region001	others3835	others11626	lanthipeptide	Zwittermycin A
SID00798	SID00798_ctg1.region001	nrps2989	nrps4047	lanthipeptide	Zwittermycin A
SID00798	SID00798_ctg2.region001	ripps3960	ripps11688	lanthipeptide	Zwittermycin A
SID00798	SID00798_ctg3.region001	ripps4045	ripps4090	LAP;bacteriocin	None
SID00798	SID00798_ctg4.region001	ripps2935	ripps9070	bacteriocin	None
SID00798	SID00798_ctg5.region001	ripps2999	ripps9214	sactipeptide	Thurincin H
SID00798	SID00798_ctg6.region001	nrps4051	nrps4051	NRPS-like	None
SID00798	SID00798_ctg7.region001	others2545	others2545	betalactone	Fengycin
SID00798	SID00798_ctg8.region001	ripps2999	ripps9214	lanthipeptide	None
SID00798	SID00798_ctg9.region001	nrps11633	nrps11633	NRPS	None
SID00798	SID00798_ctg10.region001	nrps2550	nrps2550	NRPS	Elsinochrome A
SID00798	SID00798_ctg11.region001	nrps2989	nrps4047	NRPS	None
SID00798	SID00798_ctg12.region001	others2542	others2542	siderophore	Petrobactin
SID00798	SID00798_ctg13.region001	nrps2543	nrps4089	NRPS	Bacillibactin
SID00798	SID00798_ctg14.region001	terpene4046	terpene2537	terpene	Molybdenum cofactor
SID00798	SID00798_ctg15.region001	ripps2539	ripps2539	bacteriocin	None
SID00798	SID00798_ctg16.region001	ripps2937	ripps2937	lanthipeptide;bacteriocin	None
SID00912	SID00912_ctg0.region001	nrps4051	nrps4051	NRPS-like	None
SID00912	SID00912_ctg1.region001	pksnrp3708	pksnrp3708	NRPS;T1PKS	Zwittermycin A
SID00912	SID00912_ctg2.region001	pksother3708	pksother3708	NRPS;T1PKS	Zwittermycin A
SID00912	SID00912_ctg3.region001	nrps4047	nrps4047	NRPS;T1PKS	Zwittermycin A
SID00912	SID00912_ctg4.region001	ripps4045	ripps4090	LAP;bacteriocin	None
SID00912	SID00912_ctg5.region001	ripps10367	ripps10367	bacteriocin	None
SID00912	SID00912_ctg6.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00912	SID00912_ctg7.region001	ripps2999	ripps9214	sactipeptide	Thurincin H
SID00912	SID00912_ctg8.region001	others2542	others2542	siderophore	Petrobactin
SID00912	SID00912_ctg9.region001	nrps2550	nrps2550	NRPS	Elsinochrome A
SID00912	SID00912_ctg10.region001	others2545	others2545	betalactone	Fengycin
SID00912	SID00912_ctg11.region001	terpene4046	terpene2537	terpene	Molybdenum cofactor
SID00912	SID00912_ctg12.region001	nrps11633	nrps11633	NRPS	None
SID00912	SID00912_ctg13.region001	ripps5084	ripps5084	lanthipeptide	None
SID00975	SID00975_ctg0.region001	ripps2999	ripps9214	sactipeptide	Thurincin H
SID00975	SID00975_ctg1.region001	ripps10367	ripps10367	lanthipeptide;bacteriocin	None
SID00975	SID00975_ctg2.region001	pksnrp3708	pksnrp3708	NRPS;T1PKS	Zwittermycin A
SID00975	SID00975_ctg3.region001	pksother3708	pksother3708	NRPS;T1PKS	Zwittermycin A
SID00975	SID00975_ctg4.region001	nrps4047	nrps4047	NRPS;T1PKS	Zwittermycin A
SID00975	SID00975_ctg5.region001	ripps3960	ripps11688	lanthipeptide	Thuricin
SID00975	SID00975_ctg6.region001	nrps2550	nrps2550	NRPS	None
SID00975	SID00975_ctg7.region001	nrps4050	nrps4089	NRPS	Bacillibactin
SID00975	SID00975_ctg8.region001	others2542	others2542	siderophore	Petrobactin
SID00975	SID00975_ctg9.region001	nrps9204	nrps11633	NRPS	None
SID00975	SID00975_ctg10.region001	ripps4045	ripps4090	LAP;bacteriocin	None
SID00975	SID00975_ctg11.region001	nrps9215	nrps9215	NRPS-like	None
SID00975	SID00975_ctg12.region001	terpene4046	terpene2537	terpene	Molybdenum cofactor
SID00975	SID00975_ctg13.region001	nrps4071	nrps10750	NRPS	None
SID00975	SID00975_ctg14.region001	ripps3993	ripps3447	bacteriocin	None
SID00975	SID00975_ctg15.region001	others2545	others2545	betalactone	Fengycin
SID00180	SID00180_ctg0.region001	terpene10747	terpene10747	terpene	None
SID00180	SID00180_ctg1.region001	nrps10748	nrps10748	transAT-PKS;NRPS	Bacillaene
SID00180	SID00180_ctg2.region001	pksnrp10748	pksnrp10748	transAT-PKS;NRPS	Bacillaene
SID00180	SID00180_ctg3.region001	pksother10748	pksother10748	transAT-PKS;NRPS	Bacillaene
SID00180	SID00180_ctg4.region001	terpene10643	terpene11261	terpene	None
SID00180	SID00180_ctg5.region001	nrps3922	nrps3922	NRPS	Surfactin
SID00180	SID00180_ctg6.region001	nrps11253	nrps10750	NRPS	Bacillibactin
SID00180	SID00180_ctg7.region001	nrps8698	nrps8698	NRPS	Surfactin
SID00180	SID00180_ctg8.region001	others11437	others3580	ladderane	None
SID00180	SID00180_ctg9.region001	others11004	others3580	CDPS	None
SID00180	SID00180_ctg10.region001	pksother10609	pksother10609	T3PKS	None
SID00180	SID00180_ctg11.region001	others11259	others3580	betalactone;NRPS	Fengycin
SID00180	SID00180_ctg12.region001	nrps11259	nrps10750	betalactone;NRPS	Fengycin
SID00180	SID00180_ctg13.region001	nrps11515	nrps11515	NRPS	Surfactin
SID00180	SID00180_ctg14.region001	others10626	others10626	other	Bacilysin
SID00180	SID00180_ctg15.region002	ripps10620	ripps10620	head_to_tail	Subtilosin A
SID00180	SID00180_ctg16.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID00180	SID00180_ctg17.region001	nrps7802	nrps7802	NRPS	Plipastatin
SID00180	SID00180_ctg18.region001	nrps4528	nrps10750	NRPS	Plipastatin
SID00928	SID00928_ctg0.region001	nrps10750	nrps10750	NRPS	Bacillibactin
SID00928	SID00928_ctg1.region001	nrps7802	nrps7802	NRPS	Plipastatin
SID00928	SID00928_ctg2.region001	pksnrp10748	pksnrp10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00928	SID00928_ctg3.region001	pksother10748	pksother10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00928	SID00928_ctg4.region003	pksother10609	pksother10609	T3PKS	None
SID00928	SID00928_ctg5.region001	nrps10748	nrps10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00928	SID00928_ctg6.region002	terpene11261	terpene11261	terpene	None
SID00928	SID00928_ctg7.region001	ripps11263	ripps11263	sactipeptide	Subtilosin A
SID00928	SID00928_ctg8.region001	terpene10747	terpene10747	terpene	None
SID00928	SID00928_ctg9.region001	others10626	others10626	other	Bacilysin
SID00928	SID00928_ctg10.region001	nrps11260	nrps3922	NRPS	Surfactin
SID00928	SID00928_ctg11.region001	nrps10623	nrps10623	NRPS	None
SID00928	SID00928_ctg12.region001	others11004	others3580	CDPS	None
SID00928	SID00928_ctg13.region001	pksnrp10526	pksnrp113	transAT-PKS;NRPS	None
SID00928	SID00928_ctg14.region001	pksother10526	pksother3708	transAT-PKS;NRPS	None
SID00928	SID00928_ctg15.region001	nrps10526	nrps10750	transAT-PKS;NRPS	None
SID00928	SID00928_ctg16.region001	others11259	others3580	betalactone;NRPS	Fengycin
SID00928	SID00928_ctg17.region001	nrps11259	nrps10750	betalactone;NRPS	Fengycin
SID00928	SID00928_ctg18.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID00193	SID00193_ctg0.region004	nrps11253	nrps10750	NRPS	Bacillibactin
SID00193	SID00193_ctg1.region002	ripps11263	ripps11263	head_to_tail	Subtilosin A
SID00193	SID00193_ctg2.region003	others11004	others3580	CDPS	None
SID00193	SID00193_ctg3.region001	others10626	others10626	other	Bacilysin
SID00193	SID00193_ctg4.region002	nrps10748	nrps10748	transAT-PKS;NRPS	Bacillaene
SID00193	SID00193_ctg5.region001	nrps11259	nrps10750	NRPS;betalactone	Fengycin
SID00193	SID00193_ctg6.region002	pksnrp10748	pksnrp10748	transAT-PKS;NRPS	Bacillaene
SID00193	SID00193_ctg7.region001	others11259	others3580	NRPS;betalactone	Fengycin
SID00193	SID00193_ctg8.region002	pksother10748	pksother10748	transAT-PKS;NRPS	Bacillaene
SID00193	SID00193_ctg9.region002	terpene11261	terpene11261	terpene	None
SID00193	SID00193_ctg10.region003	pksother10609	pksother10609	T3PKS	None
SID00193	SID00193_ctg11.region001	nrps4528	nrps10750	NRPS	Plipastatin
SID00193	SID00193_ctg12.region001	nrps3922	nrps3922	NRPS	Surfactin
SID00193	SID00193_ctg13.region002	ripps10553	ripps3447	lanthipeptide	Subtilomycin
SID00193	SID00193_ctg14.region001	terpene10747	terpene10747	terpene	None
SID00193	SID00193_ctg15.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID00193	SID00193_ctg16.region001	nrps11515	nrps11515	NRPS	Surfactin
SID00193	SID00193_ctg17.region001	nrps7802	nrps7802	NRPS	Plipastatin
SID01134	SID01134_ctg0.region001	pksnrp10748	pksnrp10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID01134	SID01134_ctg1.region001	nrps10748	nrps10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID01134	SID01134_ctg2.region002	others11259	others3580	betalactone;NRPS	Fengycin
SID01134	SID01134_ctg3.region002	nrps11259	nrps10750	betalactone;NRPS	Fengycin
SID01134	SID01134_ctg4.region001	pksother10748	pksother10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID01134	SID01134_ctg5.region003	pksother10609	pksother10609	T3PKS	None
SID01134	SID01134_ctg6.region002	terpene11261	terpene11261	terpene	None
SID01134	SID01134_ctg7.region001	nrps992	nrps992	NRPS	Plipastatin
SID01134	SID01134_ctg8.region001	others10626	others10626	other	Bacilysin
SID01134	SID01134_ctg9.region002	ripps11263	ripps11263	head_to_tail	Subtilosin A
SID01134	SID01134_ctg10.region004	nrps11253	nrps10750	NRPS	Bacillibactin
SID01134	SID01134_ctg11.region003	others11004	others3580	CDPS	None
SID01134	SID01134_ctg12.region001	ripps10553	ripps3447	lanthipeptide	Subtilomycin
SID01134	SID01134_ctg13.region002	nrps10647	nrps10647	NRPS	Surfactin
SID01134	SID01134_ctg14.region001	terpene10747	terpene10747	terpene	None
SID01134	SID01134_ctg15.region001	nrps11515	nrps11515	NRPS	Surfactin
SID01134	SID01134_ctg16.region001	nrps3922	nrps3922	NRPS	Surfactin
SID01134	SID01134_ctg17.region001	nrps11517	nrps11517	NRPS	Plipastatin
SID01134	SID01134_ctg18.region001	nrps4528	nrps10750	NRPS-like	None
SID01134	SID01134_ctg19.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID01134	SID01134_ctg20.region001	nrps4528	nrps10750	NRPS-like	None
SID01139	SID01139_ctg0.region001	terpene10747	terpene10747	terpene	None
SID01139	SID01139_ctg1.region001	nrps11517	nrps11517	NRPS	Plipastatin
SID01139	SID01139_ctg2.region002	ripps10620	ripps10620	head_to_tail	Subtilosin A
SID01139	SID01139_ctg3.region003	others11004	others3580	CDPS	None
SID01139	SID01139_ctg4.region001	others10626	others10626	other	Bacilysin
SID01139	SID01139_ctg5.region004	nrps11253	nrps10750	NRPS	Bacillibactin
SID01139	SID01139_ctg6.region001	terpene11261	terpene11261	terpene	None
SID01139	SID01139_ctg7.region001	nrps11259	nrps10750	betalactone;NRPS	Fengycin
SID01139	SID01139_ctg8.region001	others11259	others3580	betalactone;NRPS	Fengycin
SID01139	SID01139_ctg9.region001	nrps10748	nrps10748	transAT-PKS;NRPS	Bacillaene
SID01139	SID01139_ctg10.region002	pksnrp10526	pksnrp113	transAT-PKS;NRPS	None
SID01139	SID01139_ctg11.region001	pksother10628	pksother10748	transAT-PKS;NRPS	Bacillaene
SID01139	SID01139_ctg12.region002	pksother10526	pksother3708	transAT-PKS;NRPS	None
SID01139	SID01139_ctg13.region001	pksnrp10748	pksnrp10748	transAT-PKS;NRPS	Bacillaene
SID01139	SID01139_ctg14.region002	nrps10526	nrps10750	transAT-PKS;NRPS	None
SID01139	SID01139_ctg15.region001	nrps11260	nrps3922	NRPS	Surfactin
SID01139	SID01139_ctg16.region001	pksother10609	pksother10609	T3PKS	None
SID01139	SID01139_ctg17.region001	nrps4528	nrps10750	NRPS	None
SID01139	SID01139_ctg18.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID00444	SID00444_ctg0.region002	pksother8188	pksother3708	T3PKS	None
SID00444	SID00444_ctg1.region001	others3454	others3454	betalactone	Bottromycin A2
SID00444	SID00444_ctg2.region003	terpene8191	terpene7676	terpene	None
SID00444	SID00444_ctg3.region002	others7677	others3580	other	Bacilysin
SID00444	SID00444_ctg4.region001	nrps8190	nrps10750	NRPS	Bacillibactin
SID00444	SID00444_ctg5.region003	ripps2886	ripps3447	bacteriocin	None
SID00444	SID00444_ctg6.region001	nrps11250	nrps11250	NRPS	Lichenysin
SID00444	SID00444_ctg7.region001	others7676	others3580	terpene	Carotenoid
SID00444	SID00444_ctg8.region001	terpene7676	terpene7676	terpene	Carotenoid
SID00444	SID00444_ctg9.region001	others8179	others3580	betalactone	Fengycin
SID00273	SID00273_ctg0.region002	ripps10620	ripps10620	head_to_tail	Subtilosin A
SID00273	SID00273_ctg1.region003	others11004	others3580	CDPS	None
SID00273	SID00273_ctg2.region001	others10626	others10626	other	Bacilysin
SID00273	SID00273_ctg3.region004	nrps11253	nrps10750	NRPS	Bacillibactin
SID00273	SID00273_ctg4.region001	pksother10609	pksother10609	T3PKS	None
SID00273	SID00273_ctg5.region002	terpene11261	terpene11261	terpene	None
SID00273	SID00273_ctg6.region002	pksnrp10748	pksnrp10748	transAT-PKS;NRPS	Bacillaene
SID00273	SID00273_ctg7.region002	nrps10748	nrps10748	transAT-PKS;NRPS	Bacillaene
SID00273	SID00273_ctg8.region001	nrps11259	nrps10750	NRPS;betalactone	Fengycin
SID00273	SID00273_ctg9.region001	others11259	others3580	NRPS;betalactone	Fengycin
SID00273	SID00273_ctg10.region002	pksother10748	pksother10748	transAT-PKS;NRPS	Bacillaene
SID00273	SID00273_ctg11.region003	terpene10747	terpene10747	terpene	None
SID00273	SID00273_ctg12.region001	nrps11517	nrps11517	NRPS	Plipastatin
SID00273	SID00273_ctg13.region001	nrps11260	nrps3922	NRPS	Surfactin
SID00273	SID00273_ctg14.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID00273	SID00273_ctg15.region002	nrps10647	nrps10647	NRPS	Surfactin
SID00273	SID00273_ctg16.region001	ripps3918	ripps3447	head_to_tail	Sporulation killing factor skfA
SID00273	SID00273_ctg17.region001	nrps11515	nrps11515	NRPS	Surfactin
SID00979	SID00979_ctg0.region001	pksother10600	pksother3708	transAT-PKS-like	Bacillaene
SID00979	SID00979_ctg1.region001	nrps4466	nrps4466	NRPS	Surfactin
SID00979	SID00979_ctg2.region001	nrps11260	nrps3922	NRPS	Lichenysin
SID00979	SID00979_ctg3.region001	pksnrp8640	pksnrp10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00979	SID00979_ctg4.region001	pksother10628	pksother10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00979	SID00979_ctg5.region001	nrps8640	nrps8640	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00979	SID00979_ctg6.region001	nrps11391	nrps10750	NRPS	Plipastatin
SID00979	SID00979_ctg7.region001	ripps10620	ripps10620	sactipeptide	Subtilosin A
SID00979	SID00979_ctg8.region001	others11259	others3580	betalactone;NRPS	Fengycin
SID00979	SID00979_ctg9.region001	nrps11259	nrps10750	betalactone;NRPS	Fengycin
SID00979	SID00979_ctg10.region001	nrps11253	nrps10750	NRPS	Bacillibactin
SID00979	SID00979_ctg11.region001	nrps10647	nrps10647	NRPS	Surfactin
SID00979	SID00979_ctg12.region001	pksother10609	pksother10609	T3PKS	None
SID00979	SID00979_ctg13.region001	others10626	others10626	other	Bacilysin
SID00979	SID00979_ctg14.region001	terpene10643	terpene11261	terpene	None
SID00979	SID00979_ctg15.region001	others10612	others3580	CDPS	None
SID00979	SID00979_ctg16.region001	terpene10747	terpene10747	terpene	None
SID00979	SID00979_ctg17.region001	nrps10614	nrps10750	NRPS	None
SID00023	SID00023_ctg0.region001	nrps11391	nrps10750	NRPS	Fengycin
SID00023	SID00023_ctg1.region001	nrps11259	nrps10750	NRPS;betalactone	Fengycin
SID00023	SID00023_ctg2.region001	others11259	others3580	NRPS;betalactone	Fengycin
SID00023	SID00023_ctg3.region001	nrps10750	nrps10750	NRPS	Bacillibactin
SID00023	SID00023_ctg4.region001	nrps10748	nrps10748	transAT-PKS-like;NRPS	Bacillaene
SID00023	SID00023_ctg5.region001	pksnrp10748	pksnrp10748	transAT-PKS-like;NRPS	Bacillaene
SID00023	SID00023_ctg6.region001	pksother10748	pksother10748	transAT-PKS-like;NRPS	Bacillaene
SID00023	SID00023_ctg7.region001	nrps3579	nrps3579	NRPS	Surfactin
SID00023	SID00023_ctg8.region001	ripps10620	ripps10620	head_to_tail	Subtilosin A
SID00023	SID00023_ctg9.region001	nrps10621	nrps10621	NRPS	None
SID00023	SID00023_ctg10.region001	nrps4466	nrps4466	NRPS	Surfactin
SID00023	SID00023_ctg11.region001	nrps10623	nrps10623	NRPS	None
SID00023	SID00023_ctg12.region001	terpene10643	terpene11261	terpene	None
SID00023	SID00023_ctg13.region001	pksother10600	pksother3708	transAT-PKS-like	Bacillaene
SID00023	SID00023_ctg14.region001	others10626	others10626	other	Bacilysin
SID00023	SID00023_ctg15.region001	nrps10627	nrps10750	NRPS	None
SID00023	SID00023_ctg16.region001	pksother10628	pksother10748	PKS-like	Macrobrevin
SID00023	SID00023_ctg17.region001	others10612	others3580	CDPS	None
SID00023	SID00023_ctg18.region001	terpene10747	terpene10747	terpene	None
SID00023	SID00023_ctg19.region001	pksother10631	pksother3708	T3PKS	None
SID00243	SID00243_ctg0.region001	nrps11260	nrps3922	NRPS	Lichenysin
SID00243	SID00243_ctg1.region001	nrps11515	nrps11515	NRPS	Surfactin
SID00243	SID00243_ctg2.region001	nrps10647	nrps10647	NRPS	Surfactin
SID00243	SID00243_ctg3.region001	nrps11253	nrps10750	NRPS	Bacillibactin
SID00243	SID00243_ctg4.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID00243	SID00243_ctg5.region001	nrps8640	nrps8640	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00243	SID00243_ctg6.region001	pksnrp8640	pksnrp10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00243	SID00243_ctg7.region001	pksother10748	pksother10748	transAT-PKS;PKS-like;transAT-PKS-like;NRPS	Bacillaene
SID00243	SID00243_ctg8.region001	others10751	others10751	other	Bacilysin
SID00243	SID00243_ctg9.region001	terpene10747	terpene10747	terpene	None
SID00243	SID00243_ctg10.region001	nrps11259	nrps10750	NRPS;betalactone	Fengycin
SID00243	SID00243_ctg11.region001	others11259	others3580	NRPS;betalactone	Fengycin
SID00243	SID00243_ctg12.region001	pksother990	pksother990	T3PKS	None
SID00243	SID00243_ctg13.region001	nrps11517	nrps11517	NRPS	Plipastatin
SID00243	SID00243_ctg14.region001	terpene10643	terpene11261	terpene	None
SID00243	SID00243_ctg15.region001	others11004	others3580	CDPS	None
SID00243	SID00243_ctg16.region001	ripps11263	ripps11263	head_to_tail	Subtilosin A
SID00243	SID00243_ctg17.region001	nrps10661	nrps10750	NRPS	None
SID00461	SID00461_ctg0.region002	ripps10553	ripps3447	lanthipeptide	Subtilomycin
SID00461	SID00461_ctg1.region001	nrps10647	nrps10647	NRPS	Surfactin
SID00461	SID00461_ctg2.region001	nrps11253	nrps10750	NRPS	Bacillibactin
SID00461	SID00461_ctg3.region001	nrps11260	nrps3922	NRPS	Surfactin
SID00461	SID00461_ctg4.region001	nrps10748	nrps10748	transAT-PKS;NRPS	Bacillaene
SID00461	SID00461_ctg5.region001	pksnrp10748	pksnrp10748	transAT-PKS;NRPS	Bacillaene
SID00461	SID00461_ctg6.region001	pksother10748	pksother10748	transAT-PKS;NRPS	Bacillaene
SID00461	SID00461_ctg7.region001	pksother990	pksother990	T3PKS	None
SID00461	SID00461_ctg8.region001	ripps11263	ripps11263	sactipeptide	Subtilosin A
SID00461	SID00461_ctg9.region002	others10751	others10751	other	Bacilysin
SID00461	SID00461_ctg10.region001	terpene10747	terpene10747	terpene	None
SID00461	SID00461_ctg11.region001	terpene11261	terpene11261	terpene	None
SID00461	SID00461_ctg12.region001	nrps11515	nrps11515	NRPS	Surfactin
SID00461	SID00461_ctg13.region001	others11004	others3580	CDPS	None
SID00461	SID00461_ctg14.region001	nrps11259	nrps10750	NRPS;betalactone	Fengycin
SID00461	SID00461_ctg15.region001	others11259	others3580	NRPS;betalactone	Fengycin
SID00461	SID00461_ctg16.region001	nrps11517	nrps11517	NRPS	Plipastatin
SID00461	SID00461_ctg17.region001	nrps10661	nrps10750	NRPS	None
SID00461	SID00461_ctg18.region001	nrps7805	nrps10750	NRPS	Plipastatin
SID00461	SID00461_ctg19.region001	nrps4528	nrps10750	NRPS-like	None
SID00461	SID00461_ctg20.region001	nrps4528	nrps10750	NRPS-like	None
SID00329	SID00329_ctg0.region001	nrps8190	nrps10750	NRPS	Bacillibactin
SID00329	SID00329_ctg1.region001	others7676	others3580	terpene	Carotenoid
SID00329	SID00329_ctg2.region001	terpene7676	terpene7676	terpene	Carotenoid
SID00329	SID00329_ctg3.region002	pksother8188	pksother3708	T3PKS	None
SID00329	SID00329_ctg4.region001	terpene8191	terpene7676	terpene	None
SID00329	SID00329_ctg5.region001	others7677	others3580	other	Bacilysin
SID00329	SID00329_ctg6.region001	nrps11250	nrps11250	NRPS	Lichenysin
SID00329	SID00329_ctg7.region001	others7673	others7673	betalactone	None
SID00329	SID00329_ctg8.region001	others8179	others3580	betalactone	Fengycin
